Version,CsvFileFormatVersion,OutputInfo,OutputInfoFaultComponentInfo,OutputInfoPinInfo,InspectionMachine,InspectionProcess,ProgramName,BothSideCode,CreateMachine,LibraryName,ReferencePosition,PcbSizeHeight,PcbSizeWidth,RailWidth,SavedDate,PcbNo,TestTime,CreateDate,PersonRevisor,PersonRevisorCode,ReviseTime,ReviseEndDate,TestResult,ReviseResult,OverlookFault,LotCount,Barcode,FaultRate,ComponentTotal,PinTotal,LandTotal,OutComponentTotal,VisualFaultFlag,RevisorMachineId,RevisorComputerName,Barcode,BothSideCode,PcbNo,ComponentBlockNo,ComponentBlockName,ComponentNo,PartsName,PartsTypeNo,PartsVarNo,PartsVarName,PartsArticleNo,PinNo,PinSpaceNo,FaultCode,RevisedFaultId,ComponentReviseEndDate,OutComponentFlag,FaultLandCount,Grid,ComponentPersonRevisor,ComponentReviseTime,ComponentReviseMachineId,ComponentReviserComputerName
0,3.10A,1,1,1,VT-S530-0096,S,C01S012001_0400_20211019-DC-BOT,1,,,2,2070,1580,,2022/5/19 8:27,,0,2022/5/19 8:37,,,0,,NG,OK,,,PANEL-MO206241-004,70,142,297,,0,,,,PANEL-MO206241-002,1,,2,1,6,C1302,2,,,C010500059,2,-1,169,,,0,,,,,,
